"bike_id","start_time","end_time","start_station_id","end_station_id","user_type","rental_access_method","bike_share_for_all_trip"
45,"2017-12-31 22:28:08.561","2017-12-31 22:54:01.059",134,3,"Subscriber",NULL,NULL
2559,"2017-12-31 22:25:26.551","2017-12-31 22:51:51.95",10,120,"Subscriber",NULL,NULL
1898,"2017-12-31 22:35:51.462","2017-12-31 22:50:20.712",23,8,"Customer",NULL,NULL
1138,"2017-12-31 22:35:51.975","2017-12-31 22:50:13.894",23,8,"Customer",NULL,NULL
213,"2017-12-31 22:41:49.554","2017-12-31 22:48:38.446",126,81,"Subscriber",NULL,NULL
1533,"2017-12-31 22:02:13.306","2017-12-31 22:46:19.33",7,7,"Subscriber",NULL,NULL
1154,"2017-12-31 22:38:34.94","2017-12-31 22:44:13.252",119,133,"Subscriber",NULL,NULL
999,"2017-12-31 21:35:33.018","2017-12-31 22:41:34.168",202,163,"Subscriber",NULL,NULL
1840,"2017-12-31 22:28:35.747","2017-12-31 22:39:13.083",14,8,"Customer",NULL,NULL
1973,"2017-12-31 22:28:53.213","2017-12-31 22:39:10.812",14,8,"Customer",NULL,NULL
1938,"2017-12-31 22:28:57.636","2017-12-31 22:39:09.57",14,8,"Customer",NULL,NULL
1952,"2017-12-31 22:25:49.132","2017-12-31 22:37:06.2",42,79,"Subscriber",NULL,NULL
3132,"2017-12-31 22:26:12.03","2017-12-31 22:36:50.917",163,194,"Subscriber",NULL,NULL
1898,"2017-12-31 22:17:43.09","2017-12-31 22:33:15.048",66,23,"Customer",NULL,NULL
3569,"2017-12-31 22:17:39.91","2017-12-31 22:32:41.63",66,23,"Customer",NULL,NULL
3022,"2017-12-31 21:59:37.081","2017-12-31 22:32:18.498",41,41,"Subscriber",NULL,NULL
1568,"2017-12-31 22:05:51.7","2017-12-31 22:27:31.751",28,6,"Customer",NULL,NULL
2537,"2017-12-31 22:05:31.757","2017-12-31 22:27:21.868",28,6,"Customer",NULL,NULL
2629,"2017-12-31 22:05:27.389","2017-12-31 22:27:16.516",28,6,"Customer",NULL,NULL
2941,"2017-12-31 22:05:28.408","2017-12-31 22:27:08.022",28,6,"Customer",NULL,NULL
776,"2017-12-31 22:23:32.89","2017-12-31 22:27:05.858",53,52,"Subscriber",NULL,NULL
1938,"2017-12-31 22:13:04.945","2017-12-31 22:26:32.431",8,14,"Customer",NULL,NULL
1973,"2017-12-31 22:12:59.105","2017-12-31 22:26:29.41",8,14,"Customer",NULL,NULL
283,"2017-12-31 20:32:26.877","2017-12-31 22:25:07.605",10,8,"Customer",NULL,NULL
1943,"2017-12-31 22:09:20.879","2017-12-31 22:24:38.671",126,122,"Subscriber",NULL,NULL
1031,"2017-12-31 20:31:33.211","2017-12-31 22:24:33.482",10,8,"Customer",NULL,NULL
3644,"2017-12-31 22:04:04.769","2017-12-31 22:22:58.355",33,16,"Customer",NULL,NULL
3036,"2017-12-31 21:58:35.392","2017-12-31 22:22:45.658",33,16,"Customer",NULL,NULL
3012,"2017-12-31 22:16:57.797","2017-12-31 22:20:42.357",48,37,"Customer",NULL,NULL
3376,"2017-12-31 22:16:59.393","2017-12-31 22:20:25.262",48,37,"Customer",NULL,NULL
3688,"2017-12-31 21:50:51.708","2017-12-31 22:16:48.313",16,30,"Customer",NULL,NULL
682,"2017-12-31 21:52:35.342","2017-12-31 22:16:35.264",16,30,"Customer",NULL,NULL
2732,"2017-12-31 21:59:57.57","2017-12-31 22:15:45.343",96,30,"Subscriber",NULL,NULL
1713,"2017-12-31 21:29:21.34","2017-12-31 22:10:28.752",28,5,"Subscriber",NULL,NULL
1477,"2017-12-31 21:28:51.194","2017-12-31 22:10:26.869",28,5,"Subscriber",NULL,NULL
2118,"2017-12-31 21:05:10.855","2017-12-31 22:09:55.915",6,23,"Customer",NULL,NULL
1112,"2017-12-31 21:00:17.89","2017-12-31 22:09:41.267",6,23,"Customer",NULL,NULL
3496,"2017-12-31 21:02:51.093","2017-12-31 22:09:38.022",6,23,"Customer",NULL,NULL
2064,"2017-12-31 21:42:38.794","2017-12-31 22:09:31.18",11,6,"Customer",NULL,NULL
1954,"2017-12-31 21:43:54.337","2017-12-31 22:09:02.714",11,6,"Customer",NULL,NULL
617,"2017-12-31 21:53:38.174","2017-12-31 22:01:20.646",98,88,"Subscriber",NULL,NULL
802,"2017-12-31 21:53:30.723","2017-12-31 21:59:48.55",277,35,"Subscriber",NULL,NULL
48,"2017-12-31 21:51:24.765","2017-12-31 21:59:47.498",277,35,"Subscriber",NULL,NULL
2563,"2017-12-31 21:37:06.071","2017-12-31 21:58:36.488",160,232,"Customer",NULL,NULL
2132,"2017-12-31 21:53:56.506","2017-12-31 21:57:16.791",147,134,"Subscriber",NULL,NULL
2119,"2017-12-31 21:45:13.032","2017-12-31 21:55:59.344",125,97,"Subscriber",NULL,NULL
1568,"2017-12-31 21:32:33.464","2017-12-31 21:55:58.27",28,28,"Customer",NULL,NULL
2941,"2017-12-31 21:32:30.716","2017-12-31 21:55:48.667",28,28,"Customer",NULL,NULL
2537,"2017-12-31 21:32:23.33","2017-12-31 21:55:46.867",28,28,"Customer",NULL,NULL
267,"2017-12-31 21:32:21.816","2017-12-31 21:55:39.704",28,28,"Customer",NULL,NULL
2875,"2017-12-31 21:32:28.53","2017-12-31 21:53:31.523",133,42,"Customer",NULL,NULL
1197,"2017-12-31 21:46:52.372","2017-12-31 21:52:23.581",200,197,"Subscriber",NULL,NULL
1527,"2017-12-31 21:31:28.663","2017-12-31 21:51:43.495",167,244,"Customer",NULL,NULL
346,"2017-12-31 21:30:07.511","2017-12-31 21:50:28.886",6,17,"Customer",NULL,NULL
1586,"2017-12-31 21:30:12.343","2017-12-31 21:50:27.394",6,17,"Customer",NULL,NULL
2238,"2017-12-31 21:35:55.311","2017-12-31 21:48:38.346",35,277,"Subscriber",NULL,NULL
2415,"2017-12-31 21:37:15.858","2017-12-31 21:46:04.403",99,139,"Subscriber",NULL,NULL
1126,"2017-12-31 21:37:05.95","2017-12-31 21:45:59.424",99,139,"Subscriber",NULL,NULL
39,"2017-12-31 21:32:16.756","2017-12-31 21:38:37.382",41,77,"Customer",NULL,NULL
213,"2017-12-31 21:27:38.298","2017-12-31 21:37:11.132",81,126,"Subscriber",NULL,NULL
389,"2017-12-31 21:22:35.369","2017-12-31 21:36:59.754",14,8,"Customer",NULL,NULL
101,"2017-12-31 21:22:37.643","2017-12-31 21:36:51.179",14,8,"Customer",NULL,NULL
649,"2017-12-31 21:22:24.965","2017-12-31 21:36:41.059",14,8,"Customer",NULL,NULL
3169,"2017-12-31 21:23:24.264","2017-12-31 21:34:48.076",245,267,"Subscriber",NULL,NULL
2563,"2017-12-31 21:24:30.959","2017-12-31 21:34:31.213",232,160,"Customer",NULL,NULL
1300,"2017-12-31 21:19:36.825","2017-12-31 21:33:15.844",160,202,"Subscriber",NULL,NULL
2701,"2017-12-31 21:18:31.89","2017-12-31 21:30:27.93",52,120,"Subscriber",NULL,NULL
1713,"2017-12-31 20:45:59.815","2017-12-31 21:26:00.881",86,28,"Subscriber",NULL,NULL
1477,"2017-12-31 20:45:52.649","2017-12-31 21:26:00.669",86,28,"Subscriber",NULL,NULL
2185,"2017-12-31 21:10:47.921","2017-12-31 21:25:46.347",78,121,"Subscriber",NULL,NULL
1362,"2017-12-31 21:14:24.874","2017-12-31 21:25:10.478",61,121,"Customer",NULL,NULL
2091,"2017-12-31 21:14:00.643","2017-12-31 21:25:08.884",61,121,"Subscriber",NULL,NULL
3671,"2017-12-31 21:03:24.654","2017-12-31 21:17:58.017",23,66,"Customer",NULL,NULL
3452,"2017-12-31 21:03:15.332","2017-12-31 21:17:30.632",23,66,"Customer",NULL,NULL
3569,"2017-12-31 21:05:13.428","2017-12-31 21:17:30.503",23,66,"Customer",NULL,NULL
2721,"2017-12-31 21:06:56.726","2017-12-31 21:17:24.445",23,66,"Customer",NULL,NULL
2522,"2017-12-31 21:03:14.298","2017-12-31 21:17:19.364",23,66,"Customer",NULL,NULL
1464,"2017-12-31 20:57:58.625","2017-12-31 21:13:36.022",210,198,"Subscriber",NULL,NULL
2089,"2017-12-31 21:04:25.275","2017-12-31 21:11:30.553",97,42,"Subscriber",NULL,NULL
1740,"2017-12-31 20:59:36.239","2017-12-31 21:10:02.952",86,34,"Subscriber",NULL,NULL
2308,"2017-12-31 20:52:08.944","2017-12-31 21:09:02.829",93,16,"Customer",NULL,NULL
3415,"2017-12-31 21:03:27.522","2017-12-31 21:06:04.056",180,182,"Subscriber",NULL,NULL
528,"2017-12-31 20:54:51.001","2017-12-31 21:05:29.264",197,163,"Subscriber",NULL,NULL
3390,"2017-12-31 20:42:18.294","2017-12-31 20:59:08.287",85,3,"Customer",NULL,NULL
2029,"2017-12-31 20:42:30.469","2017-12-31 20:59:06.864",85,3,"Customer",NULL,NULL
1901,"2017-12-31 20:46:57.075","2017-12-31 20:56:49.194",133,120,"Subscriber",NULL,NULL
1864,"2017-12-31 20:46:33.811","2017-12-31 20:56:46.609",133,120,"Subscriber",NULL,NULL
1934,"2017-12-31 20:44:42.618","2017-12-31 20:54:10.913",30,27,"Subscriber",NULL,NULL
2661,"2017-12-31 20:48:41.09","2017-12-31 20:51:49.864",37,48,"Customer",NULL,NULL
1056,"2017-12-31 20:48:37.492","2017-12-31 20:51:46.658",37,48,"Customer",NULL,NULL
2692,"2017-12-31 20:47:49.756","2017-12-31 20:51:23.284",129,139,"Subscriber",NULL,NULL
2337,"2017-12-31 20:35:17.26","2017-12-31 20:50:55.014",129,118,"Subscriber",NULL,NULL
667,"2017-12-31 20:42:42.9","2017-12-31 20:49:35.681",147,121,"Subscriber",NULL,NULL
2599,"2017-12-31 20:43:08.21","2017-12-31 20:49:27.094",147,121,"Subscriber",NULL,NULL
1465,"2017-12-31 20:36:47.359","2017-12-31 20:48:54.813",230,182,"Subscriber",NULL,NULL
1197,"2017-12-31 20:40:25.976","2017-12-31 20:46:53.48",163,200,"Subscriber",NULL,NULL
3008,"2017-12-31 19:20:17.398","2017-12-31 20:46:40.953",19,6,"Customer",NULL,NULL
523,"2017-12-31 19:21:39.048","2017-12-31 20:46:29.081",19,6,"Customer",NULL,NULL
2366,"2017-12-31 19:19:56.582","2017-12-31 20:46:17.639",19,6,"Customer",NULL,NULL
2107,"2017-12-31 20:39:48.067","2017-12-31 20:44:45.19",239,258,"Subscriber",NULL,NULL
368,"2017-12-31 20:35:48.645","2017-12-31 20:41:29.505",197,200,"Subscriber",NULL,NULL
3587,"2017-12-31 20:24:35.678","2017-12-31 20:40:17.332",30,115,"Subscriber",NULL,NULL
1726,"2017-12-31 20:24:35.235","2017-12-31 20:40:00.873",30,115,"Customer",NULL,NULL
1881,"2017-12-31 20:26:20.39","2017-12-31 20:31:38.312",196,182,"Subscriber",NULL,NULL
3672,"2017-12-31 20:17:37.648","2017-12-31 20:30:00.906",85,29,"Subscriber",NULL,NULL
1464,"2017-12-31 20:14:29.757","2017-12-31 20:29:40.279",249,210,"Subscriber",NULL,NULL
2932,"2017-12-31 20:21:28.397","2017-12-31 20:28:34.883",77,42,"Customer",NULL,NULL
688,"2017-12-31 20:06:05.406","2017-12-31 20:28:34.656",47,285,"Subscriber",NULL,NULL
346,"2017-12-31 20:02:25.95","2017-12-31 20:27:58.578",3,6,"Customer",NULL,NULL
630,"2017-12-31 20:02:38.476","2017-12-31 20:27:49.95",3,6,"Customer",NULL,NULL
2961,"2017-12-31 20:15:54.094","2017-12-31 20:26:43.021",324,61,"Customer",NULL,NULL
1659,"2017-12-31 20:15:23.831","2017-12-31 20:26:42.779",324,61,"Customer",NULL,NULL
221,"2017-12-31 20:11:57.447","2017-12-31 20:26:28.774",200,224,"Subscriber",NULL,NULL
993,"2017-12-31 20:18:27.711","2017-12-31 20:20:46.102",311,316,"Subscriber",NULL,NULL
201,"2017-12-31 20:14:13.821","2017-12-31 20:18:56.071",200,163,"Subscriber",NULL,NULL
2828,"2017-12-31 20:00:21.456","2017-12-31 20:18:32.742",6,19,"Customer",NULL,NULL
2633,"2017-12-31 19:50:52.507","2017-12-31 20:17:41.997",70,70,"Subscriber",NULL,NULL
1019,"2017-12-31 20:12:37.381","2017-12-31 20:17:13.305",28,66,"Subscriber",NULL,NULL
2985,"2017-12-31 19:48:23.684","2017-12-31 20:16:54.7",13,6,"Subscriber",NULL,NULL
2736,"2017-12-31 19:56:43.394","2017-12-31 20:16:51.551",13,6,"Subscriber",NULL,NULL
3398,"2017-12-31 19:48:28.104","2017-12-31 20:16:47.224",13,6,"Subscriber",NULL,NULL
3496,"2017-12-31 19:48:23.404","2017-12-31 20:16:40.608",13,6,"Subscriber",NULL,NULL
3132,"2017-12-31 20:12:03.557","2017-12-31 20:15:40.436",186,163,"Subscriber",NULL,NULL
2588,"2017-12-31 20:08:00.822","2017-12-31 20:11:25.567",61,88,"Subscriber",NULL,NULL
332,"2017-12-31 19:59:31.406","2017-12-31 20:10:00.735",99,120,"Subscriber",NULL,NULL
3067,"2017-12-31 19:55:35.805","2017-12-31 20:07:53.388",85,124,"Subscriber",NULL,NULL
1477,"2017-12-31 19:47:26.013","2017-12-31 20:07:48.713",323,86,"Subscriber",NULL,NULL
601,"2017-12-31 19:54:49.294","2017-12-31 20:07:44.523",276,307,"Subscriber",NULL,NULL
1443,"2017-12-31 13:51:04.538","2017-12-31 20:07:32.139",307,307,"Customer",NULL,NULL
954,"2017-12-31 19:55:00.606","2017-12-31 20:05:53.784",276,307,"Subscriber",NULL,NULL
2306,"2017-12-31 19:54:44.384","2017-12-31 20:05:43.423",276,307,"Subscriber",NULL,NULL
1619,"2017-12-31 20:01:09.698","2017-12-31 20:05:23.784",278,307,"Subscriber",NULL,NULL
1612,"2017-12-31 19:54:18.101","2017-12-31 20:05:13.811",98,119,"Subscriber",NULL,NULL
2795,"2017-12-31 19:49:56.924","2017-12-31 20:04:26.001",180,183,"Subscriber",NULL,NULL
2661,"2017-12-31 19:53:01.377","2017-12-31 20:03:32.887",324,37,"Customer",NULL,NULL
1056,"2017-12-31 19:52:26.796","2017-12-31 20:03:24.129",324,37,"Customer",NULL,NULL
47,"2017-12-31 19:55:00.274","2017-12-31 19:59:05.15",276,278,"Subscriber",NULL,NULL
2385,"2017-12-31 19:41:35.409","2017-12-31 19:58:04.525",176,248,"Subscriber",NULL,NULL
3094,"2017-12-31 19:27:16.445","2017-12-31 19:58:01.28",241,269,"Customer",NULL,NULL
347,"2017-12-31 19:28:47.906","2017-12-31 19:56:44.91",241,269,"Customer",NULL,NULL
2871,"2017-12-31 19:27:32.158","2017-12-31 19:56:23.082",241,269,"Customer",NULL,NULL
2289,"2017-12-31 19:27:15.43","2017-12-31 19:56:13.098",241,269,"Customer",NULL,NULL
759,"2017-12-31 19:26:12.509","2017-12-31 19:56:10.352",241,269,"Customer",NULL,NULL
3264,"2017-12-31 19:26:20.634","2017-12-31 19:56:09.526",241,269,"Customer",NULL,NULL
402,"2017-12-31 19:25:38.154","2017-12-31 19:56:02.727",241,269,"Customer",NULL,NULL
1616,"2017-12-31 19:51:13.998","2017-12-31 19:55:02.674",280,317,"Subscriber",NULL,NULL
2176,"2017-12-31 19:50:44.24","2017-12-31 19:55:01.72",280,317,"Subscriber",NULL,NULL
3397,"2017-12-31 19:34:34.395","2017-12-31 19:54:21.278",133,72,"Customer",NULL,NULL
2800,"2017-12-31 19:50:30.763","2017-12-31 19:53:16.559",13,13,"Subscriber",NULL,NULL
2037,"2017-12-31 19:40:30.454","2017-12-31 19:48:23.883",197,200,"Subscriber",NULL,NULL
2479,"2017-12-31 19:30:01.222","2017-12-31 19:44:21.498",112,145,"Subscriber",NULL,NULL
373,"2017-12-31 19:27:19.575","2017-12-31 19:41:36.783",108,115,"Subscriber",NULL,NULL
2296,"2017-12-31 19:13:19.452","2017-12-31 19:39:20.477",113,70,"Customer",NULL,NULL
3732,"2017-12-31 19:13:29.137","2017-12-31 19:39:07.041",113,70,"Subscriber",NULL,NULL
2346,"2017-12-31 19:28:53.895","2017-12-31 19:38:30.555",95,134,"Customer",NULL,NULL
1518,"2017-12-31 19:26:25.474","2017-12-31 19:34:51.423",90,33,"Subscriber",NULL,NULL
3125,"2017-12-31 19:17:49.511","2017-12-31 19:31:19.07",10,20,"Customer",NULL,NULL
1488,"2017-12-31 19:18:17.885","2017-12-31 19:30:32.901",124,76,"Subscriber",NULL,NULL
3345,"2017-12-31 18:57:19.408","2017-12-31 19:21:59.206",31,134,"Customer",NULL,NULL
1681,"2017-12-31 18:57:22.322","2017-12-31 19:21:56.009",31,134,"Customer",NULL,NULL
358,"2017-12-31 13:36:29.014","2017-12-31 19:20:44.693",3,45,"Customer",NULL,NULL
3116,"2017-12-31 18:55:59.935","2017-12-31 19:18:49.662",34,122,"Subscriber",NULL,NULL
2618,"2017-12-31 18:53:26.632","2017-12-31 19:16:41.841",44,13,"Customer",NULL,NULL
3496,"2017-12-31 18:53:54.194","2017-12-31 19:16:31.221",44,13,"Customer",NULL,NULL
2800,"2017-12-31 18:53:26.034","2017-12-31 19:16:29.244",44,13,"Customer",NULL,NULL
2985,"2017-12-31 18:53:22.062","2017-12-31 19:16:25.403",44,13,"Customer",NULL,NULL
1400,"2017-12-31 19:00:34.782","2017-12-31 19:15:56.807",44,93,"Customer",NULL,NULL
3651,"2017-12-31 19:04:44.001","2017-12-31 19:14:56.702",77,74,"Subscriber",NULL,NULL
2025,"2017-12-31 19:07:45.763","2017-12-31 19:13:37.25",41,5,"Subscriber",NULL,NULL
327,"2017-12-31 19:05:19.284","2017-12-31 19:13:10.974",47,34,"Subscriber",NULL,NULL
2730,"2017-12-31 18:32:52.238","2017-12-31 19:12:13.057",26,6,"Customer",NULL,NULL
1112,"2017-12-31 18:32:54.441","2017-12-31 19:12:10.615",26,6,"Customer",NULL,NULL
2312,"2017-12-31 18:59:17.586","2017-12-31 19:10:12.135",118,59,"Subscriber",NULL,NULL
2841,"2017-12-31 18:38:00.012","2017-12-31 19:09:00.191",23,44,"Subscriber",NULL,NULL
3581,"2017-12-31 18:47:33.127","2017-12-31 19:08:52.169",22,44,"Subscriber",NULL,NULL
3281,"2017-12-31 18:57:42.275","2017-12-31 19:05:45.066",182,197,"Subscriber",NULL,NULL
1746,"2017-12-31 18:51:00.94","2017-12-31 19:05:44.694",58,15,"Subscriber",NULL,NULL
2025,"2017-12-31 18:25:15.889","2017-12-31 19:04:44.589",285,41,"Subscriber",NULL,NULL
597,"2017-12-31 18:42:02.588","2017-12-31 19:03:45.797",324,39,"Subscriber",NULL,NULL
3658,"2017-12-31 18:51:17.594","2017-12-31 19:02:21.679",97,66,"Subscriber",NULL,NULL
1794,"2017-12-31 18:44:55.731","2017-12-31 18:57:39.647",27,61,"Subscriber",NULL,NULL
1110,"2017-12-31 18:39:18.635","2017-12-31 18:55:16.782",19,34,"Customer",NULL,NULL
418,"2017-12-31 18:44:52.496","2017-12-31 18:54:32.25",44,324,"Customer",NULL,NULL
2204,"2017-12-31 18:43:18.933","2017-12-31 18:54:31.72",44,324,"Customer",NULL,NULL
2344,"2017-12-31 18:50:28.565","2017-12-31 18:54:22.86",212,176,"Subscriber",NULL,NULL
652,"2017-12-31 18:31:40.039","2017-12-31 18:49:24.658",10,34,"Subscriber",NULL,NULL
3093,"2017-12-31 18:43:28.786","2017-12-31 18:46:10.518",163,186,"Subscriber",NULL,NULL
1290,"2017-12-31 18:41:46.832","2017-12-31 18:45:02.15",23,22,"Subscriber",NULL,NULL
2786,"2017-12-31 18:32:52.275","2017-12-31 18:42:12.598",77,121,"Subscriber",NULL,NULL
3337,"2017-12-31 18:37:11.469","2017-12-31 18:41:24.671",71,70,"Subscriber",NULL,NULL
1518,"2017-12-31 18:25:37.866","2017-12-31 18:39:12.172",15,90,"Subscriber",NULL,NULL
1902,"2017-12-31 18:32:33.627","2017-12-31 18:39:07.02",163,200,"Subscriber",NULL,NULL
2985,"2017-12-31 18:19:49.932","2017-12-31 18:38:54.292",223,44,"Customer",NULL,NULL
1381,"2017-12-31 18:20:58.006","2017-12-31 18:38:41.948",108,44,"Customer",NULL,NULL
3641,"2017-12-31 18:08:31.587","2017-12-31 18:38:36.028",31,74,"Customer",NULL,NULL
546,"2017-12-31 18:08:48.64","2017-12-31 18:38:31.986",31,74,"Customer",NULL,NULL
3496,"2017-12-31 18:27:53.188","2017-12-31 18:37:30.938",75,44,"Customer",NULL,NULL
